[300.0, 300.0, 0.0][302.3999568  302.76513326  -1.03295627]
[301.0, 300.0, 0.0][299.36756074 299.25667344   4.88232696]
[301.78, 300.0, 0.0][301.61433066 299.88344368   5.03896778]
[302.5, 300.0, 0.0][303.03959073 299.11184328   4.88745473]
[303.22, 300.0, 0.0][303.18867973 299.78345189   4.94014818]
[303.93, 300.0, 0.0][ 3.02651843e+02  2.99645551e+02 -6.16648308e-02]
[304.64, 300.0, 0.0][305.06062747 301.87254242  -1.33757533]
[305.34, 300.0, 0.0][306.21056059 300.00297718   4.0935388 ]
[306.04999999999995, 300.0, 0.0][305.8620389  300.23600572   4.11590837]
[306.74999999999994, 300.0, 0.0][307.07570369 299.62543488   4.01288127]
[307.44999999999993, 300.0, 0.0][308.55974789 299.50539472   3.73821246]
[308.1599999999999, 300.0, 0.0][308.61098647 299.56457293   4.12626707]
[308.8999999999999, 300.0, 0.0][308.83811882 300.24285361   3.964867  ]
[309.5899999999999, 300.0, 0.0][310.42049248 299.63381266   4.92060818]
[310.2899999999999, 300.0, 0.0][309.23022974 301.12675286   4.91269262]
[310.9799999999999, 300.0, 0.003490658503988659][3.11397893e+02 2.99909817e+02 5.46723129e-02]
[311.68999567443694, 300.0024783625048, 0.006981317007977318][316.5200928  306.68644679   1.81639659]
[312.3799788596237, 300.0072954321104, 0.010471975511965976][315.26241727 301.63585647  -0.54447276]
[313.07994047817954, 300.0146256809918, 0.0174532925199433][313.66906062 298.89020312  -0.82983066]
[313.7698353878375, 300.02666784143355, 0.024434609527920616][3.13872100e+02 3.00387910e+02 2.01032257e-01]
[314.4696264306843, 300.0437703661404, 0.031415926535897934][313.93435191 299.5873604    4.79123927]
[315.15928595733664, 300.0654437899043, 0.04188790204786391][314.73139706 298.10888484   0.64002131]
[315.85867193840585, 300.09475674751474, 0.05235987755982989][3.14419359e+02 3.00677066e+02 5.61752630e-02]
[316.57768520342916, 300.1324386360097, 0.06632251157578453][316.12217544 298.87436814   2.59854547]
[317.25619020186775, 300.1775048882817, 0.08028514559173917][318.34382149 298.57198913   1.5472097 ]
[317.9639032055717, 300.2344461245552, 0.09424777960769382][318.11265873 300.56258485  -1.59059736]
[318.6508409611478, 300.299380860745, 0.11170107212763711][319.11386504 300.8051714    3.71544999]
[319.36635386294347, 300.3796384919335, 0.1291543646475804][321.71463811 293.96656888  -1.62105826]
[320.07044038823545, 300.4710833655036, 0.15009831567151236][324.04075775 282.7789678    0.92422533]
[320.77245741877886, 300.57725345934864, 0.1710422666954443][321.13528751 300.54902262   3.80529515]
