[300.0, 300.0, 0.0][411.65488208 589.33294832   0.9165781 ]
[300.84, 300.0, 0.0][308.49686443 305.52358037   2.93850586]
[301.14, 300.0, 0.0][315.29804187 310.36543147   0.67323452]
[301.41999999999996, 300.0, 0.0][304.06633    300.80711312   3.0813185 ]
[301.71, 300.0, 0.0][314.31562249 295.59278225  -0.76221222]
[302.0, 300.0, 0.0][302.83829656 299.27475084   2.81848329]
[302.28, 300.0, 0.0][295.37274155 285.99537245   1.07809138]
[302.55999999999995, 300.0, 0.0][302.22687098 298.54567302   3.18303686]
[302.84999999999997, 300.0, 0.0][306.74351049 291.2314043   -0.4187434 ]
[303.12999999999994, 300.0, 0.0][303.5177197  298.45771289   2.93882944]
[303.4099999999999, 300.0, 0.0][310.74864412 289.12229547  -1.10406229]
[303.6899999999999, 300.0, 0.0][302.74699664 299.61524257   3.48505934]
[303.96999999999986, 300.0, 0.0][303.1170701  306.52908677   1.23740395]
[304.2599999999999, 300.0, 0.0][305.67968079 300.77736706   3.0729205 ]
[304.53999999999985, 300.0, 0.0][318.70023188 293.86761068   0.99670009]
[304.8199999999998, 300.0, 0.0][306.13007627 301.15635935   3.1525645 ]
[305.0899999999998, 300.0, 0.0][2.99231201e+02 2.98025792e+02 8.78321377e-02]
[305.3699999999998, 300.0, 0.0][304.83228205 298.12893975   2.8392979 ]
[305.64999999999975, 300.0, 0.0][299.38707658 290.23554793  -1.72575043]
[305.9299999999997, 300.0, 0.0][304.05235749 300.88601401   3.17020576]
[306.21999999999974, 300.0, 0.0][304.02574672 294.30884465   1.34691558]
[306.4999999999997, 300.0, 0.0][308.00640015 298.32211082   3.42753993]
[306.78999999999974, 300.0, 0.0][302.98432233 310.49704778   0.33451172]
[307.0699999999997, 300.0, 0.0][306.15333159 300.79286791   3.14430076]
[307.35999999999973, 300.0, 0.0][ 3.02296189e+02  2.97753787e+02 -6.81516036e-03]
[307.6399999999997, 300.0, 0.0][305.02725518 302.07446432   3.47548113]
[307.9099999999997, 300.0, 0.0][ 3.04374097e+02  2.76563569e+02 -3.01313789e-01]
[308.18999999999966, 300.0, 0.0][307.38818192 297.74381002   3.43868117]
[308.46999999999963, 300.0, 0.0][3.06855918e+02 2.92426197e+02 1.59609297e-01]
[308.7499999999996, 300.0, 0.003490658503988659][308.0033014  300.34177853   3.26100871]
[309.07999798952665, 300.001151914967, 0.0069813170079773175][303.23083872 283.25596296   0.66033883]
[309.35999116612413, 300.00310666785043, 0.010471975511965976][309.65790194 299.43755004   3.15730551]
[309.63997581354647, 300.00603876740297, 0.013962634015954635][308.12134584 289.97267054  -1.44069894]
[309.9199485202691, 300.0099481778979, 0.017453292519943295][310.8534242  299.34658948   3.51845815]
[310.1999058749129, 300.01483485170036, 0.020943951023931952][310.60566936 287.06649584   1.70530921]
[310.47984446628584, 300.0206987292677, 0.024434609527920613][308.9871648  299.82319077   3.44015987]
[310.74976386852677, 300.0272954173689, 0.02792526803190927][320.43435996 313.24715914   1.72276439]
[311.03965080188846, 300.03539269259875, 0.03490658503988659][311.49566679 302.56481162   3.97763719]
[311.3494619582644, 300.04621153657655, 0.041887902047863905][314.74931014 311.40567926  -2.04441722]
[311.62921635069205, 300.0579367196207, 0.048869219055841226][312.57910705 299.30756641   2.36179854]
[311.91887013052104, 300.0721031528615, 0.05585053606381854][3.20758170e+02 2.98665170e+02 1.78931019e-01]
[312.1884491368502, 300.0871749592096, 0.06283185307179587][318.25167032 309.15642845   0.66680049]
[312.4678966208101, 300.10475630467784, 0.06981317007977318][312.45442454 325.25007027   0.86626512]
[312.7571901953855, 300.12498568206365, 0.0767944870877505][3.11115484e+02 3.48007746e+02 2.86196197e-01]
[313.02639443848676, 300.1456998196579, 0.0837758040957278][317.08593625 354.80483309   0.83047187]
[313.3153773676691, 300.1699663942243, 0.09424777960769377][316.04805766 358.15733323   0.55993079]
[313.604090337404, 300.1972578050866, 0.10471975511965975][ 3.13977603e+02  3.26453537e+02 -2.13955363e-01]
[313.8825564681071, 300.2265257748016, 0.11519173063162573][315.1106181  301.80966677   1.20740963]
[314.16070084247525, 300.2587081769396, 0.1256637061435917][313.8868198  307.80057143   0.80159212]
[314.4384929588433, 300.2938014823376, 0.13613568165555767][315.61065166 298.66654046   1.82474918]
