[300.0, 300.0, 0.0][ 4 -4  1]
[301.2, 300.0, 0.0][1.54339850e+02 1.45922954e+02 9.84572027e-02]
[301.53, 300.0, 0.0][154.90042836 148.93983582   3.56329903]
[301.72999999999996, 300.0, 0.0][240.42762721 229.70147766   2.1335064 ]
[301.92999999999995, 300.0, 0.0][231.91050021 227.3638047    0.28118939]
[302.12999999999994, 300.0, 0.0][265.17897263 262.90233605   4.99958999]
[302.4599999999999, 300.0, 0.0][268.85353589 269.56706897   0.95362873]
[302.74999999999994, 300.0, 0.0][296.46067067 284.63035814   3.73882972]
[303.19999999999993, 300.0, 0.0][313.32359578 271.54924718   2.22855997]
[303.5399999999999, 300.0, 0.0][310.20543598 296.76968047   1.14242832]
[303.7399999999999, 300.0, 0.0][313.58696633 293.71765431  -0.97268161]
[303.9399999999999, 300.0, 0.0][316.80886168 290.2705036    1.03220835]
[304.14999999999986, 300.0, 0.0][319.27585153 280.99612964  -2.87724942]
[304.35999999999984, 300.0, 0.0][315.24543595 288.07041241   2.6772646 ]
[304.55999999999983, 300.0, 0.0][308.2656533  288.76124575  -2.9359118 ]
[304.7699999999998, 300.0, 0.0][310.1012892  294.20205898   1.956147  ]
[304.9799999999998, 300.0, 0.0][329.23903413 282.4805114   -1.09856752]
[305.1799999999998, 300.0, 0.0][316.53280041 294.10094941   0.51801711]
[305.38999999999976, 300.0, 0.0][310.94124705 279.43052567   1.18761123]
[305.59999999999974, 300.0, 0.0][307.69009016 286.13913547  -1.04986359]
[305.8099999999997, 300.0, 0.0][3.07911371e+02 2.89725208e+02 1.59765470e-02]
[306.0199999999997, 300.0, 0.003490658503988659][303.99769889 295.10669332   3.23620378]
[306.3799978067565, 300.0012566345095, 0.0069813170079773175][305.76311334 295.29369199  -2.53104513]
[306.5899926892046, 300.00272269917207, 0.010471975511965976][304.7345482  296.40796986   1.90186071]
[306.7999811747714, 300.0049217738365, 0.013962634015954635][302.78347147 307.04917767  -0.92212837]
[307.00996070481335, 300.00785383170773, 0.017453292519943295][307.29357371 312.53342411   1.61182994]
[307.2199287207962, 300.01151883705955, 0.020943951023931952][3.12707678e+02 3.23217553e+02 2.62980724e-01]
[307.42988266432593, 300.0159167452351, 0.024434609527920613][311.71702776 317.93522898   2.86691403]
[307.63981997717997, 300.02104750264715, 0.02792526803190927][316.04261695 317.81513127  -0.34981239]
[307.84973810133846, 300.0269110467791, 0.03141592653589793][315.85747196 313.59502913   4.12383496]
[308.05963447901524, 300.0335073061855, 0.034906585039886584][319.04319972 306.86248981   4.4381662 ]
[308.2695065526893, 300.04083620049306, 0.03839724354387524][311.67913945 312.15002258   1.83234394]
[308.4693591359714, 300.04851376231056, 0.041887902047863905][314.06172614 308.54941793  -4.00938159]
[308.6691837019912, 300.0568888930564, 0.04537856055185256][310.59391407 310.99769543   2.27329525]
[308.8789675216472, 300.06641512056353, 0.04886921905584122][309.78066565 313.31889031  -1.76630671]
[309.0887168104889, 300.0766735722206, 0.05235987755982988][307.53970588 305.94517169   2.70989409]
[309.2984290127874, 300.08766412303163, 0.05585053606381855][297.76225139 309.92189662  -0.44802143]
[309.4981171656238, 300.0988284240303, 0.059341194567807204][2.94915230e+02 3.02359569e+02 1.69893583e-01]
[309.7077475294878, 300.1112827624812, 0.06283185307179587][309.58636151 310.86212559  -1.55440832]
[309.90735287517344, 300.12384086638707, 0.06632251157578452][311.62890962 298.04095854   4.91964497]
[310.1168911835148, 300.13775838547105, 0.06981317007977318][309.66821424 301.0172054   -1.7009728 ]
[310.3164039935667, 300.1517096802199, 0.07330382858376185][315.65174574 313.89590716   3.22565556]
[310.5258400337839, 300.1670897016167, 0.07679448708775051][320.44530412 313.60247744   3.69365815]
[310.7352211117515, 300.1832006975233, 0.08028514559173917][319.81131081 305.51994662  -3.00869199]
[310.93457688744274, 300.1992404823891, 0.08377580409572784][305.22406188 303.900041    -1.42329778]
[311.1438403878851, 300.21681282948884, 0.0872664625997165][312.24175312 286.8003059    2.83642256]
[311.3530412744844, 300.23511553546587, 0.09075712110370515][324.6829108  284.10903673  -1.97011932]
[311.56217699819376, 300.2541483773074, 0.0942477796076938][314.83879178 284.58975856   0.52021951]
[311.7712450107604, 300.27391112310426, 0.09773843811168247][314.39310203 280.43647011  -2.9606091 ]
[311.9802427647566, 300.29440353205365, 0.10122909661567113][304.53580242 279.74542273  -1.12678655]
[312.17921890652235, 300.3146147914902, 0.10471975511965978][311.78981665 265.07167882   3.12471259]
[312.38806850454966, 300.33656576877644, 0.10821041362364844][308.90092703 287.82811582  -0.86182036]
[312.59684020698387, 300.3592456334747, 0.11170107212763711][301.74254618 284.08056034   0.76525196]
[312.795593790816, 300.38153941991595, 0.11519173063162577][3.14499902e+02 2.96867388e+02 1.44187226e-01]
